S.No,"Roll No","Accession No",Date,Time
14,b120678cs,34567890,16/11/2014,"04:04:31 am"
15,b120899ce,234567,16/11/2014,"04:05:18 am"
15,b120899ce,12345678,16/11/2014,"04:05:22 am"
15,b120899ce,234567,16/11/2014,"04:05:26 am"
15,b120899ce,4356789,16/11/2014,"04:05:45 am"
15,b120899ce,2345678,16/11/2014,"04:05:47 am"
15,b120899ce,2345678,16/11/2014,"04:05:50 am"
15,b120899ce,1234567890,16/11/2014,"04:05:56 am"
16,b120678cs,1,16/11/2014,"04:54:04 am"
16,b120678cs,2,16/11/2014,"04:54:12 am"
16,b120678cs,1,16/11/2014,"04:54:39 am"
16,b120678cs,1,16/11/2014,"04:55:29 am"
16,b120678cs,1,16/11/2014,"04:58:09 am"
16,b120678cs,2,16/11/2014,"04:58:12 am"
16,b120678cs,1,16/11/2014,"04:58:22 am"
16,b120678cs,2,16/11/2014,"04:58:28 am"
16,b120678cs,3,16/11/2014,"04:58:32 am"
16,b120678cs,4,16/11/2014,"04:58:37 am"
17,B120899CE,1,16/11/2014,"05:02:26 am"
17,B120899CE,8902519002068,16/11/2014,"05:02:31 am"
17,B120899CE,4,16/11/2014,"05:04:50 am"
18,b120678cs,8902519002068,16/11/2014,"05:05:56 am"
18,b120678cs,1,16/11/2014,"05:06:04 am"
19,b120730ce,8902519002068,16/11/2014,"05:10:41 am"
19,b120730ce,1,16/11/2014,"05:10:45 am"
20,b120678cs,1,16/11/2014,"05:12:20 am"
20,b120678cs,4,16/11/2014,"05:12:24 am"
20,b120678cs,8902519002068,16/11/2014,"05:13:44 am"
20,b120678cs,2,16/11/2014,"05:13:47 am"
20,b120678cs,8902519002068,16/11/2014,"05:17:52 am"
20,b120678cs,8902519002068,16/11/2014,"05:21:12 am"
20,b120678cs,1,16/11/2014,"05:21:18 am"
21,B120899CE,2,16/11/2014,"05:23:15 am"
21,B120899CE,8901425052235,16/11/2014,"05:23:28 am"
21,B120899CE,3,16/11/2014,"05:23:35 am"
22,b120899ce,1,16/11/2014,"05:25:11 am"
22,b120899ce,8901425052235,16/11/2014,"05:25:19 am"
23,b120730ce,1,16/11/2014,"05:26:21 am"
23,b120730ce,8901425052235,16/11/2014,"05:26:29 am"
24,b120678cs,8902519002068,16/11/2014,"05:27:00 am"
24,b120678cs,3,16/11/2014,"05:27:04 am"
24,b120678cs,2,16/11/2014,"05:27:08 am"
24,b120678cs,2345,16/11/2014,"05:27:14 am"
24,b120678cs,785685858,16/11/2014,"05:27:19 am"
25,b120899ce,234,16/11/2014,"05:28:15 am"
25,b120899ce,54545,16/11/2014,"05:28:19 am"
25,b120899ce,22,16/11/2014,"05:28:21 am"
25,b120899ce,12345,16/11/2014,"05:28:24 am"
26,B120899CE,2,16/11/2014,"05:39:46 am"
26,B120899CE,8901425052235,16/11/2014,"05:39:50 am"
27,b120678cs,1,16/11/2014,"05:22:13 pm"
27,b120678cs,8901425052235,16/11/2014,"05:22:20 pm"
27,b120678cs,23122,16/11/2014,"05:29:15 pm"
27,b120678cs,2323,16/11/2014,"05:29:17 pm"
27,b120678cs,11111,16/11/2014,"05:29:19 pm"
27,b120678cs,2222,16/11/2014,"05:29:22 pm"
27,b120678cs,12345,16/11/2014,"10:27:20 pm"
27,b120678cs,1,16/11/2014,"10:27:24 pm"
27,b120678cs,8901425052235,16/11/2014,"10:27:29 pm"
28,b120899ce,8902519002068,17/11/2014,"12:13:14 am"
28,b120899ce,8901425052235,17/11/2014,"12:13:18 am"
29,b120678cs,8902519002068,17/11/2014,"12:14:23 am"
29,b120678cs,1234567890,17/11/2014,"12:14:44 am"
29,b120678cs,ert,17/11/2014,"12:17:51 am"
29,b120678cs,8902519002068,17/11/2014,"12:51:29 am"
29,b120678cs,8902519002068,17/11/2014,"01:57:10 am"
29,b120678cs,8902519002068,17/11/2014,"03:13:21 am"
29,b120678cs,8902519002068,17/11/2014,"03:32:21 am"
30,b120555cs,6748920334,17/11/2014,"04:55:26 am"
31,b120730ce,8902519002068,17/11/2014,"04:59:03 am"
31,b120730ce,8901425052235,17/11/2014,"04:59:07 am"
32,B120678CS,123456789,17/11/2014,"05:36:06 am"
32,B120678CS,234567,17/11/2014,"05:36:09 am"
32,B120678CS,3456,17/11/2014,"05:36:12 am"
33,b120678cs,8902519002068,17/11/2014,"06:00:03 am"
33,b120678cs,675894,17/11/2014,"12:21:34 pm"
33,b120678cs,8902519002068,17/11/2014,"05:37:11 pm"
33,b120678cs,8901425052235,17/11/2014,"05:37:14 pm"
33,b120678cs,8902519002068,17/11/2014,"08:18:05 pm"
33,b120678cs,8902519002068,17/11/2014,"10:52:29 pm"
33,b120678cs,8901425052235,17/11/2014,"10:52:34 pm"
34,,8902519002068,18/11/2014,"01:42:33 am"
35,b120678cs,8902519002068,18/11/2014,"01:43:35 am"
36,b120001cs,123,18/11/2014,"03:02:01 am"
36,b120001cs,8888880,18/11/2014,"03:02:01 am"
36,b120001cs,99999999911,18/11/2014,"03:02:01 am"
36,b120001cs,444440,18/11/2014,"03:02:01 am"
37,b120531cs,55555,18/11/2014,"03:03:40 am"
37,b120531cs,777000,18/11/2014,"03:03:40 am"
37,b120531cs,000000000,18/11/2014,"03:03:40 am"
38,b120578cs,010101222,18/11/2014,"03:29:12 am"
38,b120578cs,000000,18/11/2014,"03:29:12 am"
38,b120578cs,89898969,18/11/2014,"03:29:12 am"
38,b120578cs,02020255,18/11/2014,"03:29:12 am"
39,00000,8902519002068,18/11/2014,"04:01:33 am"
39,00000,467893024738902-,18/11/2014,"04:01:33 am"
40,b120678cs,8902519002068,18/11/2014,"04:23:08 am"
40,b120678cs,5678,18/11/2014,"04:23:08 am"
40,b120678cs,567890,18/11/2014,"04:23:08 am"
40,b120678cs,8902519002068,18/11/2014,"04:23:46 am"
40,b120678cs,8902519002068,18/11/2014,"04:25:58 am"
41,B120899CE,999999999,18/11/2014,"04:26:23 am"
42,b120678cs,8902519002068,18/11/2014,"04:29:51 am"
42,b120678cs,8902519002068,18/11/2014,"04:30:19 am"
43,b120730ce,67890,18/11/2014,"04:33:08 am"
43,b120730ce,678900987,18/11/2014,"04:33:08 am"
43,b120730ce,12345,18/11/2014,"04:33:56 am"
43,b120730ce,12345,18/11/2014,"04:33:56 am"
44,b120678cs,456789,18/11/2014,"04:45:32 am"
45,143cs,2222,18/11/2014,"04:55:18 am"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,3,18/11/2014,"01:05:14 pm"
46,B120899CE,02519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,3,18/11/2014,"01:05:14 pm"
46,B120899CE,2519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,2519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,902519001993,18/11/2014,"01:05:14 pm"
46,B120899CE,8902519001993,18/11/2014,"01:05:14 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:03:07 pm"
47,b120678cs,8902519002068,18/11/2014,"03:22:58 pm"
47,b120678cs,8902519002068,18/11/2014,"03:22:58 pm"
47,b120678cs,8902519002068,18/11/2014,"03:22:58 pm"
47,b120678cs,8902519002068,18/11/2014,"03:22:58 pm"
47,b120678cs,8902519002068,18/11/2014,"03:22:58 pm"
47,b120678cs,8902519002068,18/11/2014,"03:22:58 pm"
47,b120678cs,8902519002068,18/11/2014,"03:22:58 pm"
47,b120678cs,8902519002068,18/11/2014,"03:22:58 pm"
47,b120678cs,8902519002068,18/11/2014,"03:22:58 pm"
47,b120678cs,8902519002068,18/11/2014,"03:22:58 pm"
47,b120678cs,8902519002068,18/11/2014,"03:22:58 pm"
47,b120678cs,8902519002068,18/11/2014,"03:22:58 pm"
47,b120678cs,8902519002068,18/11/2014,"03:22:58 pm"
47,b120678cs,8902519002068,18/11/2014,"03:22:58 pm"
47,b120678cs,8902519002068,18/11/2014,"03:22:58 pm"
48,143cs,8902519002068,18/11/2014,"03:23:48 pm"
48,143cs,8902519002068,18/11/2014,"03:23:48 pm"
48,143cs,8902519002068,18/11/2014,"03:23:48 pm"
48,143cs,068,18/11/2014,"03:23:48 pm"
48,143cs,8902519002068,18/11/2014,"03:23:48 pm"
48,143cs,8902519002068,18/11/2014,"03:23:48 pm"
48,143cs,8902519002068,18/11/2014,"03:23:48 pm"
48,143cs,8902519002068,18/11/2014,"03:23:48 pm"
49,b120678cs,8902519002068,18/11/2014,"03:41:52 pm"
49,b120678cs,8901425052235,18/11/2014,"03:54:12 pm"
49,b120678cs,8901425052235,18/11/2014,"03:54:12 pm"
49,b120678cs,902519001993,18/11/2014,"03:54:12 pm"
50,B120678CS,8902519002068,18/11/2014,"03:59:51 pm"
50,B120678CS,8902519002068,18/11/2014,"04:00:21 pm"
51,AAAA,8902519002068,18/11/2014,"04:23:55 pm"
51,AAAA,8901425052235,18/11/2014,"04:23:55 pm"
51,AAAA,545454,18/11/2014,"04:23:55 pm"
52,B120730CE,8902519002068,18/11/2014,"04:34:00 pm"
52,B120730CE,8901425052235,18/11/2014,"04:34:00 pm"
52,B120730CE,902519001993,18/11/2014,"04:34:00 pm"
53,LIB1318,LIB1318,18/11/2014,"04:41:17 pm"
53,LIB1318,LIB1318,18/11/2014,"04:41:17 pm"
53,LIB1318,LIB1318,18/11/2014,"04:41:17 pm"
54,B120678CS,3456789,18/11/2014,"04:42:31 pm"
55,B140734CS,TB010287,18/11/2014,"04:43:20 pm"
55,B140734CS,B010287,18/11/2014,"04:43:20 pm"
55,B140734CS,TB009647,18/11/2014,"04:43:20 pm"
56,B120414ME,8040,18/11/2014,"04:48:07 pm"
57,B120358ME,45085,18/11/2014,"04:49:14 pm"
57,B120358ME,5085,18/11/2014,"04:49:14 pm"
57,B120358ME,032081,18/11/2014,"04:49:14 pm"
57,B120358ME,32081,18/11/2014,"04:49:14 pm"
57,B120358ME,007023,18/11/2014,"04:49:14 pm"
58,B110169CE,TB010591,18/11/2014,"04:51:06 pm"
58,B110169CE,034402,18/11/2014,"04:51:06 pm"
58,B110169CE,WB2517,18/11/2014,"04:51:06 pm"
58,B110169CE,WB2660,18/11/2014,"04:51:06 pm"
59,B110969AR,020411,18/11/2014,"04:54:56 pm"
59,B110969AR,049936,18/11/2014,"04:54:56 pm"
59,B110969AR,049936,18/11/2014,"04:54:56 pm"
60,B130155CE,70254,18/11/2014,"04:55:58 pm"
60,B130155CE,74393,18/11/2014,"04:55:58 pm"
61,B120853EE,74603,18/11/2014,"04:56:41 pm"
62,B130884EE,TB010203,18/11/2014,"04:59:44 pm"
63,74021,74021,18/11/2014,"05:07:38 pm"
63,74021,74021,18/11/2014,"05:07:38 pm"
63,74021,74021,18/11/2014,"05:07:38 pm"
63,74021,74021,18/11/2014,"05:08:05 pm"
64,B090909090,74021,18/11/2014,"05:08:34 pm"
65,B120648ME,74607,18/11/2014,"05:10:25 pm"
66,B120939EE,74604,18/11/2014,"05:10:41 pm"
67,B130952PE,TB10877,18/11/2014,"05:15:08 pm"
68,B140413ME,9163,18/11/2014,"05:17:12 pm"
68,B140413ME,WG001163,18/11/2014,"05:17:12 pm"
69,M130014MS,WG4001,18/11/2014,"05:18:41 pm"
69,M130014MS,WG4006,18/11/2014,"05:18:41 pm"
69,M130014MS,053660,18/11/2014,"05:18:41 pm"
70,B120678CS,8902519002068,18/11/2014,"09:31:13 pm"
70,B120678CS,8901425052235,18/11/2014,"09:31:13 pm"
70,B120678CS,902519001993,18/11/2014,"09:31:13 pm"
70,B120678CS,8902519002068,18/11/2014,"11:32:52 pm"
70,B120678CS,8902519002068,18/11/2014,"11:32:52 pm"
71,00CS,32,19/11/2014,"02:49:11 am"
71,00CS,43,19/11/2014,"02:49:11 am"
71,00CS,32323,19/11/2014,"02:49:11 am"
72,B00CS,22222,19/11/2014,"05:23:19 am"
72,B00CS,33333,19/11/2014,"05:23:19 am"
72,B00CS,55555,19/11/2014,"05:23:19 am"
72,B00CS,66666,19/11/2014,"05:23:19 am"
73,CS,222,19/11/2014,"06:44:49 am"
73,CS,444,19/11/2014,"06:44:49 am"
74,AB,11111,19/11/2014,"07:04:29 am"
74,AB,555555,19/11/2014,"07:04:29 am"
74,AB,33333,19/11/2014,"07:04:29 am"
75,B120678CS,8901425052235,19/11/2014,"07:31:14 am"
75,B120678CS,8901425052235,19/11/2014,"07:31:25 am"
76,AB,5432234,19/11/2014,"07:32:21 am"
77,B120899CE,8901425052235,19/11/2014,"07:38:51 am"
78,B120730CE,8901425052235,19/11/2014,"08:13:26 am"
79,B120899CE,8901425052235,19/11/2014,"08:13:49 am"
79,B120899CE,8901425052235,19/11/2014,"08:13:49 am"
79,B120899CE,8901425052235,19/11/2014,"08:13:49 am"
79,B120899CE,8902519002068,19/11/2014,"08:16:40 am"
80,CD,8902519002068,19/11/2014,"01:19:18 pm"
80,CD,902519001993,19/11/2014,"01:19:18 pm"
80,CD,902519001993,19/11/2014,"01:19:18 pm"
80,CD,8901425052235,19/11/2014,"01:19:18 pm"
81,B120531CS,12345,19/11/2014,"03:21:38 pm"
81,B120531CS,23456,19/11/2014,"03:21:38 pm"
81,B120531CS,4444444,19/11/2014,"03:21:38 pm"
82,B120678CS,8902519002068,19/11/2014,"03:44:14 pm"
82,B120678CS,8902519002068,19/11/2014,"03:45:02 pm"
82,B120678CS,8902519002068,19/11/2014,"03:47:57 pm"
82,B120678CS,8902519002068,19/11/2014,"03:50:54 pm"
82,B120678CS,8902519002068,19/11/2014,"03:51:58 pm"
82,B120678CS,8901425052235,19/11/2014,"05:46:16 pm"
82,B120678CS,8902519002068,19/11/2014,"05:46:16 pm"
82,B120678CS,902519001993,19/11/2014,"05:46:16 pm"
83,GH,8901425052235,19/11/2014,"07:36:04 pm"
84,KL,543,19/11/2014,"08:01:25 pm"
85,B110426EC,55555,19/11/2014,"08:14:13 pm"
86,B120678CS,987654,19/11/2014,"08:15:14 pm"
86,B120678CS,8902519002068,19/11/2014,"10:36:53 pm"
86,B120678CS,8902519002068,19/11/2014,"10:44:01 pm"
87,B120678CS,8902519002068,20/11/2014,"12:04:42 am"
88,B120899CE,2345643,20/11/2014,"12:06:10 am"
89,B120730CE,789458495,20/11/2014,"12:07:48 am"
90,B120678CS,57839409,20/11/2014,"12:20:05 am"
90,B120678CS,564783954545,20/11/2014,"12:20:05 am"
91,ABS,589490434,20/11/2014,"12:20:48 am"
92,PRAVEEN,65738434734,20/11/2014,"12:24:47 am"
93,B120676CS,72353453,20/11/2014,"12:26:49 am"
94,B120678CS,8901425052235,20/11/2014,"01:05:54 am"
94,B120678CS,902519001993,20/11/2014,"01:05:54 am"
95,B120773CE,5788377373,20/11/2014,"01:12:52 am"
96,B120678CS,987665,20/11/2014,"01:17:26 am"
96,B120678CS,8902519002068,20/11/2014,"02:06:33 am"
97,B120899CE,4,20/11/2014,"02:29:00 am"
98,B120678CS,8902519002068,20/11/2014,"02:43:04 am"
98,B120678CS,12345,20/11/2014,"02:43:36 am"
99,B120899CE,8989,20/11/2014,"03:23:50 am"
99,B120899CE,8901425052235,20/11/2014,"03:26:01 am"
99,B120899CE,8901425052235,20/11/2014,"03:26:01 am"
99,B120899CE,8902519002068,20/11/2014,"03:26:01 am"
99,B120899CE,8901425052235,20/11/2014,"03:26:01 am"
99,B120899CE,8901425052235,20/11/2014,"03:26:01 am"
99,B120899CE,8901425052235,20/11/2014,"03:26:01 am"
99,B120899CE,8901425052235,20/11/2014,"03:26:01 am"
99,B120899CE,8901425052235,20/11/2014,"03:26:01 am"
99,B120899CE,8901425052235,20/11/2014,"03:26:01 am"
99,B120899CE,8901425052235,20/11/2014,"03:26:01 am"
99,B120899CE,8901425052235,20/11/2014,"03:26:01 am"
99,B120899CE,8901425052235,20/11/2014,"03:26:01 am"
100,B120678CS,8901425052235,20/11/2014,"01:47:47 pm"
101,B120899CE,8902519002068,20/11/2014,"06:51:23 pm"
102,B120678CS,23122,20/11/2014,"07:05:19 pm"
103,QWERTY,45678,20/11/2014,"07:09:05 pm"
104,DFG,456789765,20/11/2014,"07:18:19 pm"
105,B120678CS,11111,20/11/2014,"07:28:53 pm"
105,B120678CS,23122,20/11/2014,"07:28:53 pm"
105,B120678CS,45678,20/11/2014,"07:28:53 pm"
105,B120678CS,45678,20/11/2014,"07:28:53 pm"
105,B120678CS,23122,20/11/2014,"07:28:53 pm"
105,B120678CS,456789,20/11/2014,"07:28:53 pm"
105,B120678CS,456789765,20/11/2014,"07:28:53 pm"
105,B120678CS,456789,20/11/2014,"07:28:53 pm"
105,B120678CS,23122,20/11/2014,"07:33:12 pm"
106,,8902519002068,20/11/2014,"10:24:26 pm"
107,B120678CS,12345,21/11/2014,"12:00:55 am"
107,B120678CS,8902519002068,21/11/2014,"12:40:07 am"
107,B120678CS,8901425052235,21/11/2014,"12:40:07 am"
107,B120678CS,2,21/11/2014,"12:41:21 am"
107,B120678CS,8902519002068,21/11/2014,"01:40:23 am"
107,B120678CS,234,21/11/2014,"01:40:23 am"
107,B120678CS,8902519002068,21/11/2014,"01:40:23 am"
107,B120678CS,8902519002068,21/11/2014,"01:40:23 am"
107,B120678CS,8902519002068,21/11/2014,"10:48:12 am"
107,B120678CS,456789765,21/11/2014,"11:55:42 am"
107,B120678CS,456789765,21/11/2014,"11:55:42 am"
107,B120678CS,8902519002068,21/11/2014,"02:30:13 pm"
107,B120678CS,8902519002068,21/11/2014,"04:05:21 pm"
107,B120678CS,8902519002068,21/11/2014,"04:27:07 pm"
107,B120678CS,8901425052235,21/11/2014,"04:27:07 pm"
107,B120678CS,456,21/11/2014,"04:27:07 pm"
107,B120678CS,3456651,21/11/2014,"04:27:07 pm"
107,B120678CS,2345654,21/11/2014,"04:27:07 pm"
107,B120678CS,8901425052235,21/11/2014,"04:29:54 pm"
107,B120678CS,8901425052235,21/11/2014,"04:29:54 pm"
107,B120678CS,8901425052235,21/11/2014,"04:29:54 pm"
107,B120678CS,8902519002068,21/11/2014,"04:31:15 pm"
107,B120678CS,8902519002068,21/11/2014,"04:35:16 pm"
107,B120678CS,8902519002068,21/11/2014,"04:37:04 pm"
107,B120678CS,8902519002068,21/11/2014,"04:38:56 pm"
107,B120678CS,8902519002068,21/11/2014,"04:39:56 pm"
107,B120678CS,8902519002068,21/11/2014,"04:40:48 pm"
107,B120678CS,8901425052235,21/11/2014,"04:40:48 pm"
107,B120678CS,902519001993,21/11/2014,"04:40:48 pm"
107,B120678CS,8902519002068,21/11/2014,"04:43:27 pm"
107,B120678CS,8901425052235,21/11/2014,"04:43:27 pm"
107,B120678CS,8901425052235,21/11/2014,"04:43:27 pm"
107,B120678CS,8901425052235,21/11/2014,"04:43:27 pm"
107,B120678CS,8901425052235,21/11/2014,"04:43:27 pm"
107,B120678CS,8902519002068,21/11/2014,"04:46:00 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:00 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:00 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:00 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:00 pm"
107,B120678CS,8902519002068,21/11/2014,"04:46:02 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:02 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:02 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:02 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:02 pm"
107,B120678CS,8902519002068,21/11/2014,"04:46:03 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:03 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:03 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:03 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:03 pm"
107,B120678CS,8902519002068,21/11/2014,"04:46:04 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:04 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:04 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:04 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:04 pm"
107,B120678CS,8902519002068,21/11/2014,"04:46:04 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:04 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:04 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:04 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:04 pm"
107,B120678CS,8902519002068,21/11/2014,"04:46:05 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:05 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:05 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:05 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:05 pm"
107,B120678CS,8902519002068,21/11/2014,"04:46:06 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:06 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:06 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:06 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:06 pm"
107,B120678CS,8902519002068,21/11/2014,"04:46:44 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:44 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:44 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:44 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:44 pm"
107,B120678CS,8902519002068,21/11/2014,"04:46:45 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:45 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:45 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:45 pm"
107,B120678CS,8901425052235,21/11/2014,"04:46:45 pm"
107,B120678CS,8902519002068,21/11/2014,"04:46:46 pm"
